TDRS Orbit Determination

341 measurements read from tracking data file

Iteration 1

    Date         UTC        Sta   TDRS    obs [km]   comp [km]     o-c [m]
 1999/09/01  00:25:31.000   162     5   78882.9168  78882.9183     -1.53
 1999/09/01  00:26: 1.000   162     5   78880.2936  78880.2953     -1.69
 1999/09/01  00:26:31.000   162     5   78881.5586  78881.5605     -1.93
 1999/09/01  00:27: 1.000   162     5   78886.6999  78886.7019     -1.99
 1999/09/01  00:27:31.000   162     5   78895.7004  78895.7028     -2.45
 1999/09/01  00:28: 1.000   162     5   78908.5399  78908.5426     -2.72
 1999/09/01  00:28:31.000   162     5   78925.1932  78925.1962     -3.02
 1999/09/01  00:29: 1.000   162     5   78945.6304  78945.6345     -4.11
 1999/09/01  00:29:31.000   162     5   78969.8199  78969.8243     -4.39
 1999/09/01  00:30: 1.000   162     5   78997.7247  78997.7283     -3.64
 1999/09/01  00:30:31.000   162     5   79029.3031  79029.3056     -2.47
 1999/09/01  02:40: 1.000   161     4   78681.9981  78681.9958      2.27
 1999/09/01  02:40:31.000   161     4   78628.7893  78628.7869      2.36
 1999/09/01  02:41: 1.000   161     4   78580.0788  78580.0754      3.38
 1999/09/01  02:41:31.000   161     4   78535.9086  78535.9065      2.06
 1999/09/01  02:42: 1.000   161     4   78496.3209  78496.3198      1.05
 1999/09/01  02:42:31.000   161     4   78461.3516  78461.3493      2.35
 1999/09/01  02:43: 1.000   161     4   78431.0270  78431.0227      4.30
 1999/09/01  02:43:31.000   161     4   78405.3617  78405.3623     -0.61
 1999/09/01  02:44: 1.000   161     4   78384.3815  78384.3843     -2.79
 1999/09/01  02:44:31.000   161     4   78368.0953  78368.0989     -3.62
 1999/09/01  02:45: 1.000   161     4   78356.5069  78356.5105     -3.64
 1999/09/01  02:45:31.000   161     4   78349.6149  78349.6176     -2.68
 1999/09/01  02:46: 1.000   161     4   78347.4102  78347.4126     -2.36
 1999/09/01  02:46:31.000   161     4   78349.8820  78349.8821     -0.12
 1999/09/01  02:47: 1.000   161     4   78357.0110  78357.0071      3.90
 1999/09/01  02:47:31.000   161     4   78368.7652  78368.7626      2.60
 1999/09/01  02:48: 1.000   161     4   78385.1170  78385.1180     -1.04
 1999/09/01  02:48:31.000   161     4   78406.0352  78406.0373     -2.05
 1999/09/01  02:49: 1.000   161     4   78431.4768  78431.4786     -1.82
 1999/09/01  02:49:31.000   161     4   78461.3935  78461.3952     -1.68
 1999/09/01  02:50: 1.000   161     4   78495.7337  78495.7347     -1.04
 1999/09/01  02:50:31.000   161     4   78534.4401  78534.4400      0.09
 1999/09/01  02:51: 1.000   161     4   78577.4498  78577.4488      0.98
 1999/09/01  03:56: 1.000   162     5   77781.1765  77781.1748      1.67
 1999/09/01  03:56:31.000   162     5   77729.3331  77729.3307      2.42
 1999/09/01  03:57: 1.000   162     5   77682.8479  77682.8480     -0.07
 1999/09/01  03:57:31.000   162     5   77641.8067  77641.8075     -0.84
 1999/09/01  03:58: 1.000   162     5   77606.2840  77606.2831      0.89
 1999/09/01  03:58:31.000   162     5   77576.3428  77576.3411      1.67
 1999/09/01  03:59: 1.000   162     5   77552.0388  77552.0405     -1.68
 1999/09/01  03:59:31.000   162     5   77533.4317  77533.4324     -0.69
 1999/09/01  04:00: 1.000   162     5   77520.5629  77520.5602      2.72
 1999/09/01  04:00:31.000   162     5   77513.4566  77513.4592     -2.57
 1999/09/01  04:01: 1.000   162     5   77512.1553  77512.1566     -1.28
 1999/09/01  04:01:31.000   162     5   77516.6724  77516.6713      1.05
 1999/09/01  04:02: 1.000   162     5   77527.0114  77527.0141     -2.73
 1999/09/01  04:02:31.000   162     5   77543.1870  77543.1872     -0.23
 1999/09/01  04:03: 1.000   162     5   77565.1838  77565.1846     -0.81
 1999/09/01  04:03:31.000   162     5   77592.9899  77592.9918     -1.93
 1999/09/01  04:04: 1.000   162     5   77626.5858  77626.5861     -0.34
 1999/09/01  04:04:31.000   162     5   77665.9351  77665.9365     -1.42
 1999/09/01  04:05: 1.000   162     5   77711.0033  77711.0037     -0.44
 1999/09/01  04:05:31.000   162     5   77761.7406  77761.7405      0.12
 1999/09/01  04:06: 1.000   162     5   77818.0902  77818.0915     -1.28
 1999/09/01  04:06:31.000   162     5   77879.9939  77879.9937      0.25
 1999/09/01  04:07: 1.000   162     5   77947.3784  77947.3763      2.13
 1999/09/01  04:07:31.000   162     5   78020.1610  78020.1612     -0.17
 1999/09/01  04:08: 1.000   162     5   78098.2628  78098.2629     -0.14
 1999/09/01  04:08:31.000   162     5   78181.5910  78181.5892      1.83
 1999/09/01  04:09: 1.000   162     5   78270.0422  78270.0407      1.53
 1999/09/01  04:09:31.000   162     5   78363.5109  78363.5118     -0.85
 1999/09/01  04:10: 1.000   162     5   78461.8894  78461.8905     -1.10
 1999/09/01  05:36: 1.000   162     5   76736.2471  76736.2511     -4.05
 1999/09/01  05:36:31.000   162     5   76654.1239  76654.1261     -2.19
 1999/09/01  05:37: 1.000   162     5   76578.8077  76578.8114     -3.72
 1999/09/01  05:37:31.000   162     5   76510.4333  76510.4354     -2.13
 1999/09/01  05:38: 1.000   162     5   76449.1124  76449.1164     -3.97
 1999/09/01  05:38:31.000   162     5   76394.9686  76394.9621      6.52
 1999/09/01  05:39: 1.000   162     5   76348.0665  76348.0696     -3.09
 1999/09/01  05:39:31.000   162     5   76308.5219  76308.5247     -2.83
 1999/09/01  05:40: 1.000   162     5   76276.4056  76276.4019      3.75
 1999/09/01  05:40:31.000   162     5   76251.7614  76251.7635     -2.12
 1999/09/01  05:41: 1.000   162     5   76234.6589  76234.6603     -1.39
 1999/09/01  05:41:31.000   162     5   76225.1367  76225.1305      6.21
 1999/09/01  05:42: 1.000   162     5   76223.2014  76223.2001      1.28
 1999/09/01  05:42:31.000   162     5   76228.8829  76228.8827      0.21
 1999/09/01  05:43: 1.000   162     5   76242.1796  76242.1792      0.40
 1999/09/01  05:43:31.000   162     5   76263.0810  76263.0781      2.89
 1999/09/01  05:44: 1.000   162     5   76291.5593  76291.5554      3.89
 1999/09/01  05:44:31.000   162     5   76327.5749  76327.5747      0.23
 1999/09/01  05:45: 1.000   162     5   76371.0872  76371.0872     -0.02
 1999/09/01  08:09: 1.000   161     4   76907.5029  76907.5066     -3.70
 1999/09/01  08:09:31.000   161     4   76975.2622  76975.2669     -4.65
 1999/09/01  08:10: 1.000   161     4   77049.5331  77049.5337     -0.57
 1999/09/01  08:10:31.000   161     4   77130.2047  77130.2084     -3.70
 1999/09/01  08:11: 1.000   161     4   77217.1847  77217.1832      1.48
 1999/09/01  08:11:31.000   161     4   77310.3383  77310.3415     -3.18
 1999/09/01  08:12: 1.000   161     4   77409.5598  77409.5580      1.77
 1999/09/01  08:12:31.000   161     4   77514.6974  77514.6996     -2.24
 1999/09/01  08:13: 1.000   161     4   77625.6252  77625.6254     -0.18
 1999/09/01  08:13:31.000   161     4   77742.1862  77742.1870     -0.78
 1999/09/01  08:14: 1.000   161     4   77864.2275  77864.2293     -1.83
 1999/09/01  08:14:31.000   161     4   77991.5922  77991.5908      1.37
 1999/09/01  08:15: 1.000   161     4   78124.1042  78124.1039      0.33
 1999/09/01  08:15:31.000   161     4   78261.5946  78261.5953     -0.67
 1999/09/01  08:16: 1.000   161     4   78403.8862  78403.8867     -0.49
 1999/09/01  08:16:31.000   161     4   78550.7959  78550.7951      0.83
 1999/09/01  08:17: 1.000   161     4   78702.1354  78702.1331      2.31
 1999/09/01  08:17:31.000   161     4   78857.7117  78857.7096      2.14
 1999/09/01  08:18: 1.000   161     4   79017.3315  79017.3299      1.61
 1999/09/01  08:18:31.000   161     4   79180.7986  79180.7964      2.17
 1999/09/01  08:19: 1.000   161     4   79347.9110  79347.9089      2.06
 1999/09/01  08:19:31.000   161     4   79518.4673  79518.4652      2.12
 1999/09/01  08:20: 1.000   161     4   79692.2618  79692.2604      1.42
 1999/09/01  08:20:31.000   161     4   79869.0881  79869.0890     -0.88
 1999/09/01  08:21:31.000   161     4   80231.0188  80231.0179      0.89
 1999/09/01  08:22: 1.000   161     4   80415.7045  80415.7024      2.10
 1999/09/01  08:22:31.000   161     4   80602.5891  80602.5892     -0.10
 1999/09/01  08:23: 1.000   161     4   80791.4709  80791.4701      0.77
 1999/09/01  09:38: 1.000   161     4   76318.5710  76318.5761     -5.13
 1999/09/01  09:38:31.000   161     4   76221.8221  76221.8138      8.28
 1999/09/01  09:39: 1.000   161     4   76132.1855  76132.1904     -4.91
 1999/09/01  09:39:31.000   161     4   76049.8567  76049.8548      1.93
 1999/09/01  09:40: 1.000   161     4   75974.9429  75974.9453     -2.39
 1999/09/01  09:40:31.000   161     4   75907.5859  75907.5893     -3.44
 1999/09/01  09:41: 1.000   161     4   75847.9058  75847.9028      2.99
 1999/09/01  09:41:31.000   161     4   75795.9902  75795.9897      0.54
 1999/09/01  09:42: 1.000   161     4   75751.9390  75751.9415     -2.50
 1999/09/01  09:42:31.000   161     4   75715.8348  75715.8372     -2.44
 1999/09/01  09:43: 1.000   161     4   75687.7423  75687.7428     -0.46
 1999/09/01  09:43:31.000   161     4   75667.7193  75667.7107      8.63
 1999/09/01  09:44: 1.000   161     4   75655.7825  75655.7800      2.45
 1999/09/01  09:44:31.000   161     4   75651.9756  75651.9763     -0.69
 1999/09/01  09:45: 1.000   161     4   75656.3101  75656.3110     -0.94
 1999/09/01  09:45:31.000   161     4   75668.7813  75668.7821     -0.75
 1999/09/01  09:46: 1.000   161     4   75689.3730  75689.3733     -0.27
 1999/09/01  10:50: 1.000   162     5   78395.3030  78395.3084     -5.37
 1999/09/01  10:50:31.000   162     5   78472.5842  78472.5894     -5.25
 1999/09/01  10:51: 1.000   162     5   78554.3157  78554.3196     -3.93
 1999/09/01  10:51:31.000   162     5   78640.3788  78640.3796     -0.84
 1999/09/01  10:52: 1.000   162     5   78730.6457  78730.6460     -0.28
 1999/09/01  10:52:31.000   162     5   78824.9886  78824.9912     -2.62
 1999/09/01  10:53: 1.000   162     5   78923.2819  78923.2843     -2.42
 1999/09/01  10:53:31.000   162     5   79025.3886  79025.3909     -2.29
 1999/09/01  10:54: 1.000   162     5   79131.1707  79131.1735     -2.78
 1999/09/01  10:54:31.000   162     5   79240.4900  79240.4919     -1.89
 1999/09/01  10:55: 1.000   162     5   79353.2019  79353.2034     -1.52
 1999/09/01  10:55:31.000   162     5   79469.1636  79469.1632      0.43
 1999/09/01  10:56: 1.000   162     5   79588.2277  79588.2243      3.38
 1999/09/01  10:56:31.000   162     5   79710.2384  79710.2383      0.06
 1999/09/01  10:57: 1.000   162     5   79835.0543  79835.0555     -1.22
 1999/09/01  10:57:31.000   162     5   79962.5235  79962.5244     -0.94
 1999/09/01  10:58: 1.000   162     5   80092.4930  80092.4933     -0.31
 1999/09/01  10:58:31.000   162     5   80224.8118  80224.8095      2.33
 1999/09/01  10:59: 1.000   162     5   80359.3199  80359.3199      0.04
 1999/09/01  12:37:31.000   162     5   79751.1883  79751.1906     -2.33
 1999/09/01  12:38: 1.000   162     5   79814.6476  79814.6470      0.56
 1999/09/01  12:38:31.000   162     5   79880.9959  79880.9985     -2.61
 1999/09/01  12:39: 1.000   162     5   79950.1692  79950.1720     -2.80
 1999/09/01  12:39:31.000   162     5   80022.0899  80022.0922     -2.29
 1999/09/01  12:40: 1.000   162     5   80096.6822  80096.6816      0.59
 1999/09/01  12:40:31.000   162     5   80173.8601  80173.8608     -0.73
 1999/09/01  12:41: 1.000   162     5   80253.5478  80253.5485     -0.74
 1999/09/01  12:41:31.000   162     5   80335.6604  80335.6617     -1.30
 1999/09/01  12:42: 1.000   162     5   80420.1167  80420.1156      1.07
 1999/09/01  12:42:31.000   162     5   80506.8245  80506.8242      0.35
 1999/09/01  12:43: 1.000   162     5   80595.7002  80595.6997      0.49
 1999/09/01  12:43:31.000   162     5   80686.6544  80686.6535      0.93
 1999/09/01  12:44: 1.000   162     5   80779.5954  80779.5955     -0.08
 1999/09/01  12:44:31.000   162     5   80874.4385  80874.4347      3.79
 1999/09/01  12:45: 1.000   162     5   80971.0810  80971.0793      1.75
 1999/09/01  12:45:31.000   162     5   81069.4394  81069.4364      3.03
 1999/09/01  12:46: 1.000   162     5   81169.4148  81169.4126      2.17
 1999/09/01  12:46:31.000   162     5   81270.9166  81270.9140      2.60
 1999/09/01  12:47: 1.000   162     5   81373.8486  81373.8460      2.62
 1999/09/01  12:47:31.000   162     5   81478.1177  81478.1137      4.04
 1999/09/01  12:48: 1.000   162     5   81583.6250  81583.6219      3.14
 1999/09/01  12:48:31.000   162     5   81690.2799  81690.2752      4.71
 1999/09/01  12:49: 1.000   162     5   81797.9820  81797.9782      3.82
 1999/09/01  12:49:31.000   162     5   81906.6406  81906.6355      5.11
 1999/09/01  14:24: 1.000   162     5   79219.3171  79219.3183     -1.19
 1999/09/01  14:24:31.000   162     5   79267.4263  79267.4271     -0.77
 1999/09/01  14:25: 1.000   162     5   79319.3591  79319.3596     -0.52
 1999/09/01  14:25:31.000   162     5   79375.0688  79375.0691     -0.35
 1999/09/01  14:26: 1.000   162     5   79434.5055  79434.5046      0.90
 1999/09/01  14:26:31.000   162     5   79497.6131  79497.6107      2.37
 1999/09/01  14:27: 1.000   162     5   79564.3306  79564.3282      2.40
 1999/09/01  14:27:31.000   162     5   79634.5979  79634.5937      4.19
 1999/09/01  14:28: 1.000   162     5   79708.3432  79708.3401      3.15
 1999/09/01  14:28:31.000   162     5   79785.4998  79785.4963      3.52
 1999/09/01  14:29: 1.000   162     5   79865.9897  79865.9878      1.92
 1999/09/01  14:29:31.000   162     5   79949.7388  79949.7365      2.35
 1999/09/01  14:30: 1.000   162     5   80036.6633  80036.6608      2.49
 1999/09/01  14:30:31.000   162     5   80126.6813  80126.6762      5.06
 1999/09/01  14:31: 1.000   162     5   80219.6991  80219.6947      4.44
 1999/09/01  14:31:31.000   162     5   80315.6295  80315.6254      4.10
 1999/09/01  14:32: 1.000   162     5   80414.3789  80414.3749      4.05
 1999/09/01  14:32:31.000   162     5   80515.8510  80515.8467      4.26
 1999/09/01  14:33: 1.000   162     5   80619.9480  80619.9423      5.71
 1999/09/01  14:33:31.000   162     5   80726.5652  80726.5604      4.84
 1999/09/01  14:34: 1.000   162     5   80835.6035  80835.5976      5.92
 1999/09/01  14:34:31.000   162     5   80946.9554  80946.9485      6.86
 1999/09/01  14:35: 1.000   162     5   81060.5108  81060.5059      4.88
 1999/09/01  14:35:31.000   162     5   81176.1673  81176.1606      6.66
 1999/09/01  14:36: 1.000   162     5   81293.8078  81293.8020      5.78
 1999/09/01  14:36:31.000   162     5   81413.3249  81413.3179      7.00
 1999/09/01  14:37: 1.000   162     5   81534.6008  81534.5948      5.97
 1999/09/01  14:37:31.000   162     5   81657.5258  81657.5182      7.62
 1999/09/01  14:38: 1.000   162     5   81781.9788  81781.9723      6.50
 1999/09/01  16:08: 1.000   162     5   77825.8865  77825.8915     -5.03
 1999/09/01  16:08:31.000   162     5   77893.2156  77893.2165     -0.89
 1999/09/01  16:09: 1.000   162     5   77966.1741  77966.1783     -4.23
 1999/09/01  16:09:31.000   162     5   78044.6853  78044.6903     -5.02
 1999/09/01  16:10: 1.000   162     5   78128.6576  78128.6583     -0.67
 1999/09/01  16:10:31.000   162     5   78217.9764  78217.9807     -4.35
 1999/09/01  16:11: 1.000   162     5   78312.5444  78312.5493     -4.94
 1999/09/01  16:11:31.000   162     5   78412.2454  78412.2490     -3.56
 1999/09/01  16:12: 1.000   162     5   78516.9561  78516.9583     -2.16
 1999/09/01  16:12:31.000   162     5   78626.5446  78626.5494     -4.83
 1999/09/01  16:13: 1.000   162     5   78740.8843  78740.8893     -4.96
 1999/09/01  16:13:31.000   162     5   78859.8341  78859.8390     -4.92
 1999/09/01  16:14: 1.000   162     5   78983.2502  78983.2548     -4.63
 1999/09/01  16:14:31.000   162     5   79110.9844  79110.9881     -3.67
 1999/09/01  16:15: 1.000   162     5   79242.8829  79242.8857     -2.75
 1999/09/01  16:15:31.000   162     5   79378.7866  79378.7904     -3.81
 1999/09/01  16:16: 1.000   162     5   79518.5380  79518.5414     -3.40
 1999/09/01  16:16:31.000   162     5   79661.9697  79661.9742     -4.54
 1999/09/01  16:17:31.000   162     5   79959.2092  79959.2128     -3.56
 1999/09/01  16:18: 1.000   162     5   80112.6707  80112.6754     -4.74
 1999/09/01  16:18:31.000   162     5   80269.1297  80269.1346     -4.91
 1999/09/01  16:19: 1.000   162     5   80428.4110  80428.4135     -2.51
 1999/09/01  16:19:31.000   162     5   80590.3304  80590.3338     -3.44
 1999/09/01  16:20: 1.000   162     5   80754.7115  80754.7160     -4.54
 1999/09/01  16:20:31.000   162     5   80921.3762  80921.3795     -3.31
 1999/09/01  16:21: 1.000   162     5   81090.1399  81090.1430     -3.07
 1999/09/01  16:21:31.000   162     5   81260.8215  81260.8246     -3.14
 1999/09/01  16:22: 1.000   162     5   81433.2408  81433.2425     -1.71
 1999/09/01  17:49: 1.000   162     5   76669.4953  76669.4952      0.08
 1999/09/01  17:49:31.000   162     5   76757.8890  76757.8932     -4.18
 1999/09/01  17:50: 1.000   162     5   76853.2282  76853.2324     -4.24
 1999/09/01  17:50:31.000   162     5   76955.3735  76955.3724      1.10
 1999/09/01  17:51: 1.000   162     5   77064.1583  77064.1629     -4.65
 1999/09/01  17:51:31.000   162     5   77179.4433  77179.4450     -1.67
 1999/09/01  17:52: 1.000   162     5   77301.0473  77301.0509     -3.55
 1999/09/01  17:52:31.000   162     5   77428.8011  77428.8050     -3.94
 1999/09/01  17:53: 1.000   162     5   77562.5204  77562.5247     -4.29
 1999/09/01  17:53:31.000   162     5   77702.0165  77702.0196     -3.07
 1999/09/01  17:54: 1.000   162     5   77847.0882  77847.0936     -5.41
 1999/09/01  17:54:31.000   162     5   77997.5419  77997.5448     -2.86
 1999/09/01  17:55: 1.000   162     5   78153.1610  78153.1657     -4.72
 1999/09/01  17:55:31.000   162     5   78313.7387  78313.7445     -5.79
 1999/09/01  17:56: 1.000   162     5   78479.0602  78479.0648     -4.63
 1999/09/01  17:56:31.000   162     5   78648.9032  78648.9069     -3.66
 1999/09/01  17:57: 1.000   162     5   78823.0443  78823.0475     -3.21
 1999/09/01  17:57:31.000   162     5   79001.2563  79001.2610     -4.72
 1999/09/01  17:58:31.000   162     5   79368.9890  79368.9930     -3.99
 1999/09/01  17:59: 1.000   162     5   79558.0468  79558.0507     -3.86
 1999/09/01  17:59:31.000   162     5   79750.2590  79750.2605     -1.49
 1999/09/01  18:00: 1.000   162     5   79945.3862  79945.3900     -3.77
 1999/09/01  18:00:31.000   162     5   80143.2015  80143.2065     -5.01
 1999/09/01  18:01: 1.000   162     5   80343.4728  80343.4777     -4.90
 1999/09/01  18:01:31.000   162     5   80545.9689  80545.9717     -2.79
 1999/09/01  18:02: 1.000   162     5   80750.4526  80750.4575     -4.88
 1999/09/01  18:02:31.000   162     5   80956.7014  80956.7053     -3.85
 1999/09/01  18:03: 1.000   162     5   81164.4829  81164.4866     -3.71
 1999/09/01  19:29: 1.000   162     5   76352.3595  76352.3587      0.75
 1999/09/01  19:29:31.000   162     5   76449.5188  76449.5180      0.75
 1999/09/01  19:30: 1.000   162     5   76553.8079  76553.8013      6.58
 1999/09/01  19:30:31.000   162     5   76665.0429  76665.0404      2.46
 1999/09/01  19:31: 1.000   162     5   76783.0595  76783.0579      1.56
 1999/09/01  19:31:31.000   162     5   76907.6724  76907.6677      4.69
 1999/09/01  19:32: 1.000   162     5   77038.6781  77038.6755      2.61
 1999/09/01  19:32:31.000   162     5   77175.8828  77175.8796      3.20
 1999/09/01  19:33: 1.000   162     5   77319.0749  77319.0715      3.41
 1999/09/01  19:33:31.000   162     5   77468.0398  77468.0364      3.41
 1999/09/01  19:34: 1.000   162     5   77622.5569  77622.5539      2.99
 1999/09/01  19:34:31.000   162     5   77782.4061  77782.3989      7.19
 1999/09/01  19:35: 1.000   162     5   77947.3443  77947.3411      3.16
 1999/09/01  19:35:31.000   162     5   78117.1508  78117.1472      3.59
 1999/09/01  19:36: 1.000   162     5   78291.5861  78291.5802      5.86
 1999/09/01  19:36:31.000   162     5   78470.4051  78470.4006      4.46
 1999/09/01  19:37: 1.000   162     5   78653.3705  78653.3666      3.88
 1999/09/01  19:38:31.000   162     5   79224.7029  79224.6982      4.71
 1999/09/01  19:39: 1.000   162     5   79421.8077  79421.8025      5.23
 1999/09/01  19:39:31.000   162     5   79621.8337  79621.8277      5.99
 1999/09/01  19:40: 1.000   162     5   79824.5371  79824.5289      8.21
 1999/09/01  19:40:31.000   162     5   80029.6679  80029.6619      6.01
 1999/09/01  19:41: 1.000   162     5   80236.9893  80236.9838      5.51
 1999/09/01  19:41:31.000   162     5   80446.2609  80446.2532      7.69
 1999/09/01  19:42: 1.000   162     5   80657.2371  80657.2306      6.50
 1999/09/01  19:42:31.000   162     5   80869.6854  80869.6785      6.87
 1999/09/01  19:43: 1.000   162     5   81083.3692  81083.3619      7.29
 1999/09/01  20:59: 1.000   162     5   76683.0147  76683.0145      0.18
 1999/09/01  20:59:31.000   162     5   76628.8807  76628.8734      7.32
 1999/09/01  21:00: 1.000   162     5   76581.8190  76581.8190      0.03
 1999/09/01  21:00:31.000   162     5   76541.9171  76541.9139      3.23
 1999/09/01  21:01: 1.000   162     5   76509.2102  76509.2094      0.76
 1999/09/01  21:01:31.000   162     5   76483.7453  76483.7456     -0.31
 1999/09/01  21:02: 1.000   162     5   76465.5583  76465.5508      7.52
 1999/09/01  21:02:31.000   162     5   76454.6419  76454.6417      0.24
 1999/09/01  21:03: 1.000   162     5   76451.0226  76451.0233     -0.66
 1999/09/01  21:03:31.000   162     5   76454.6982  76454.6889      9.33
 1999/09/01  21:04: 1.000   162     5   76465.6207  76465.6201      0.62
 1999/09/01  21:04:31.000   162     5   76483.7867  76483.7869     -0.18
 1999/09/01  21:05: 1.000   162     5   76509.1507  76509.1477      3.01
 1999/09/01  21:05:31.000   162     5   76541.6513  76541.6496      1.66
 1999/09/01  21:06: 1.000   162     5   76581.2289  76581.2287      0.19
 1999/09/01  21:06:31.000   162     5   76627.8115  76627.8100      1.53
 1999/09/01  21:07: 1.000   162     5   76681.3093  76681.3078      1.46
 1999/09/01  21:07:31.000   162     5   76741.6258  76741.6264     -0.64
 1999/09/01  21:08: 1.000   162     5   76808.6630  76808.6599      3.11
 1999/09/01  21:08:31.000   162     5   76882.2925  76882.2927     -0.20
 1999/09/01  21:09: 1.000   162     5   76962.3999  76962.4002     -0.28
 1999/09/01  21:09:31.000   162     5   77048.8492  77048.8488      0.38
 1999/09/01  21:10: 1.000   162     5   77141.4950  77141.4968     -1.75
 1999/09/01  21:10:31.000   162     5   77240.1956  77240.1942      1.40
 1999/09/01  21:11: 1.000   162     5   77344.7817  77344.7840     -2.26
 1999/09/01  21:11:31.000   162     5   77455.1022  77455.1019      0.35
 1999/09/01  21:12: 1.000   162     5   77570.9757  77570.9772     -1.53
 1999/09/01  21:12:31.000   162     5   77692.2320  77692.2335     -1.48
 1999/09/01  21:13: 1.000   162     5   77818.6944  77818.6885      5.93
 1999/09/01  22:51: 1.000   162     5   78278.9842  78278.9828      1.37
 1999/09/01  22:51:31.000   162     5   78345.9391  78345.9377      1.36
 1999/09/01  22:52: 1.000   162     5   78417.3558  78417.3546      1.20
 1999/09/01  22:52:31.000   162     5   78493.1291  78493.1273      1.78
 1999/09/01  22:53: 1.000   162     5   78573.1467  78573.1453      1.45
 1999/09/01  22:53:31.000   162     5   78657.2945  78657.2935      0.98
 1999/09/01  22:54: 1.000   162     5   78745.4541  78745.4533      0.83
 1999/09/01  22:54:31.000   162     5   78837.5020  78837.5019      0.11
 1999/09/01  22:55: 1.000   162     5   78933.3126  78933.3134     -0.78
 1999/09/01  22:55:31.000   162     5   79032.7578  79032.7585     -0.74
 1999/09/01  22:56: 1.000   162     5   79135.7045  79135.7053     -0.78
 1999/09/01  22:56:31.000   162     5   79242.0186  79242.0189     -0.27
 1999/09/01  22:57: 1.000   162     5   79351.5622  79351.5624     -0.18
 1999/09/01  22:57:31.000   162     5   79464.1954  79464.1963     -0.94
 1999/09/01  22:58: 1.000   162     5   79579.7772  79579.7799     -2.68
 1999/09/01  22:58:31.000   162     5   79698.1672  79698.1704     -3.17
 1999/09/01  22:59: 1.000   162     5   79819.2209  79819.2239     -2.97
 1999/09/01  22:59:31.000   162     5   79942.7935  79942.7953     -1.80
 1999/09/01  23:00: 1.000   162     5   80068.7369  80068.7387     -1.85
 1999/09/01  23:00:31.000   162     5   80196.9046  80196.9076     -3.02
 1999/09/01  23:01: 1.000   162     5   80327.1522  80327.1549     -2.72
 1999/09/01  23:01:31.000   162     5   80459.3313  80459.3334     -2.10
                                                                      _______
                                                                 Mean 0.09 m
                                                                 RMS  3.26 m


Results of iteration 3

  Parameter            a priori   tot.corr. last corr.       final       sigma
  x [m]   User      1476200.00     -36.88      -0.01    1476163.12      12.93
  y [m]   User      5996200.00      38.96       0.05    5996238.96      11.58
  z [m]   User     -3209000.00     195.72       0.05   -3208804.28      17.44
  vx[m/s] User        -3854.00      -0.00      -0.00      -3854.00       0.01
  vy[m/s] User         3778.50      -0.10      -0.00       3778.40       0.02
  vz[m/s] User         5302.20       0.04       0.00       5302.24       0.01
  CD      User            2.30      -0.67       0.00          1.63       0.11
  CR      User            1.30      -0.00      -0.00          1.30       0.10
  x [m]   TDRS-4   20174293.60       0.02       0.00   20174293.62       0.99
  y [m]   TDRS-4  -37024903.80      -0.02       0.00  -37024903.82       1.00
  z [m]   TDRS-4    -982925.20       0.00      -0.00    -982925.20       1.00
  vx[m/s] TDRS-4       2696.96       0.00       0.00       2696.96       0.00
  vy[m/s] TDRS-4       1471.51       0.00      -0.00       1471.51       0.00
  vz[m/s] TDRS-4       -100.53      -0.00      -0.00       -100.53       0.00
  CD      TDRS-4          2.30       0.00      -0.00          2.30       0.00
  CR      TDRS-4          1.39      -0.00       0.00          1.39       0.00
  x [m]   TDRS-5  -40783913.50      10.52      -0.02  -40783902.98      13.57
  y [m]   TDRS-5   10622599.30      26.69      -0.05   10622625.99      43.53
  z [m]   TDRS-5     992633.10      -4.09      -0.10     992629.01      55.15
  vx[m/s] TDRS-5       -774.39      -0.00       0.00       -774.39       0.00
  vy[m/s] TDRS-5      -2976.10       0.00      -0.00      -2976.09       0.00
  vz[m/s] TDRS-5         18.90       0.00      -0.00         18.90       0.00
  CD      TDRS-5          2.30       0.00       0.00          2.30       0.10
  CR      TDRS-5          1.41       0.08      -0.00          1.48       0.04

