Dep,Tof,Nr,DV,T_viol,a2,a4,a6,G2,G3,Range
7900,1700,1,68.6117198705055,4.31584584958955e-05,-0.00126838170166311,-0.0605808046183687,0.0437408554317942,0.000871344263199644,0.364187656601369,0.765611507894363
7900,1800,1,68.948140626956,1.33297461957227e-07,-0.00560349798481709,-0.052710398499026,0.0390638751710951,-0.000906240622357391,3.53317665850733,0.765315044560129
7900,1900,1,69.1314246386873,2.80029972543616e-06,-0.00867124793941545,-0.0470229858576804,0.0357022127142863,-0.000910305637522097,3.58559552484326,0.766420529021117
7900,2000,1,69.2698967214846,9.02359893473204e-06,-0.0117912517694935,-0.0410105559388033,0.0332907158941411,0.000970684731610876,0.525291188398294,0.76586870323495
8000,900,1,72.678857783962,161.504872286942,0.1579422018421,-0.549949689887696,0.0744945131777482,-0.00194387756678175,3.91104285722608,0.671203905843671
8000,1000,1,60.0200463410063,5.50495471429713e-07,0.118301379887097,-0.456925757955131,0.00775158200358814,-0.0017484907552018,3.83869874770782,0.767869015331088
8000,1100,1,60.641856527254,1.05648073400744e-05,0.028314967258788,-0.17591595713182,-0.0308172488298923,-0.00128376805325277,3.67690549780674,0.765668609198096
8000,1200,1,63.3112476533959,1.29702826257017e-07,-0.00902735791706234,-0.060648955156346,-0.00586582535702209,-0.00115636282682754,3.83917080831985,0.766418416733253
8000,1300,1,68.4472851785842,0.000129773262003141,0.0152302743825433,-0.0966762912572575,0.0643322382388122,-0.00118614656017996,2.72195737708617,0.767944803468415
8000,1400,1,69.402268976481,8.33362669538928e-05,0.00766482906673514,-0.0614554832391428,0.0826303824533026,0.000844788196802551,6.173337599293,0.762662801343041
8000,1500,1,70.2942352429931,3.65843430216728e-05,-0.00351728321349967,-0.0422636749740356,0.0699973740459616,0.00070353803667013,6.17791968122828,0.766741576380999
8000,1600,1,70.6267410962158,3.31128191533026e-06,-0.015079359265781,-0.0210216385074638,0.0591097376880839,-0.000652548851274978,3.38163770614726,0.762937418848737
8000,1700,1,70.9589972444406,4.45183161446039e-06,-0.0202424700802524,-0.0110335806995428,0.0556170820712149,-0.000674159859965876,3.48316479523975,0.762699222946397
8000,1800,1,71.199058323178,9.19573750479685e-08,-0.0248675306665506,-0.00180191705533902,0.0529058058159651,0.00071152795864126,0.48228348663777,0.766978814623667
8000,1900,1,72.9902401498216,1.16347393941396e-06,-0.0046853547125551,-0.0615693409629324,0.00429844795128255,-0.000507397282832453,3.46453166029586,0.761690204264355
8000,2000,1,71.35415697433,8.79964545674738e-08,-0.0113238074545042,-0.0491993397880084,0.00932685558148988,-0.000750778543245715,3.97728466917863,0.766477449302496
8100,900,1,61.4723822859447,2.48766482968676e-06,0.133499055764842,-0.494872674133198,-0.0108020423075315,0.00174342562411747,0.802312893434084,0.767944868941714
